scenario_name,game_name,run_profile,model_mode,condition_id,condition_label,agent_1_type,agent_2_type,personality_1,intensity_1,fixed_strategy_1,personality_2,intensity_2,fixed_strategy_2,episodes_n,total_payoff_1_mean,total_payoff_1_std,total_payoff_1_median,total_payoff_2_mean,total_payoff_2_std,total_payoff_2_median,pair_total_payoff_mean,pair_total_payoff_std,pair_total_payoff_median,avg_payoff_1_mean,avg_payoff_1_std,avg_payoff_1_median,avg_payoff_2_mean,avg_payoff_2_std,avg_payoff_2_median,avg_pair_payoff_mean,avg_pair_payoff_std,avg_pair_payoff_median,mean_overall_state_1_mean,mean_overall_state_1_std,mean_overall_state_1_median,mean_overall_state_2_mean,mean_overall_state_2_std,mean_overall_state_2_median,final_overall_state_1_mean,final_overall_state_1_std,final_overall_state_1_median,final_overall_state_2_mean,final_overall_state_2_std,final_overall_state_2_median,negative_state_share_1_mean,negative_state_share_1_std,negative_state_share_1_median,negative_state_share_2_mean,negative_state_share_2_std,negative_state_share_2_median,pd_cooperation_rate_1_mean,pd_cooperation_rate_1_std,pd_cooperation_rate_1_median,pd_cooperation_rate_2_mean,pd_cooperation_rate_2_std,pd_cooperation_rate_2_median,pd_mutual_cooperation_rate_mean,pd_mutual_cooperation_rate_std,pd_mutual_cooperation_rate_median,pd_unilateral_exploitation_rate_mean,pd_unilateral_exploitation_rate_std,pd_unilateral_exploitation_rate_median,pd_mutual_defection_rate_mean,pd_mutual_defection_rate_std,pd_mutual_defection_rate_median,pd_recovery_after_defection_proxy_mean,pd_recovery_after_defection_proxy_std,pd_recovery_after_defection_proxy_median,bos_agreement_rate_mean,bos_agreement_rate_std,bos_agreement_rate_median,bos_coordination_streak_mean_mean,bos_coordination_streak_mean_std,bos_coordination_streak_mean_median,bos_coordination_streak_max_mean,bos_coordination_streak_max_std,bos_coordination_streak_max_median,bos_coordination_imbalance_mean,bos_coordination_imbalance_std,bos_coordination_imbalance_median,bos_fair_turn_taking_index_mean,bos_fair_turn_taking_index_std,bos_fair_turn_taking_index_median,ug_acceptance_rate_mean,ug_acceptance_rate_std,ug_acceptance_rate_median,ug_mean_offer_mean,ug_mean_offer_std,ug_mean_offer_median,ug_offer_std_mean,ug_offer_std_std,ug_offer_std_median,ug_fair_offer_rate_mean,ug_fair_offer_rate_std,ug_fair_offer_rate_median,ug_proposer_responder_inequality_mean,ug_proposer_responder_inequality_std,ug_proposer_responder_inequality_median
S3,Prisoners Dilemma,paper,integrated_model,S3_011_Prisoners_Dilemma_emotional_rational_neutral_low_vs_always_defect,hybrid-neutral-low__vs__fixed-always_defect,emotional_rational,fixed_strategy,neutral,low,,neutral,neutral,always_defect,20,177.0,0.0,177.0,292.0,0.0,292.0,469.0,0.0,469.0,0.885,0.0,0.885,1.46,0.0,1.46,2.345,0.0,2.345,-0.30957952770804675,0.0,-0.30957952770804675,-0.3390312704870778,0.0,-0.3390312704870778,-0.3682825926311586,0.0,-0.3682825926311586,-0.30344852630274627,0.0,-0.30344852630274627,1.0,0.0,1.0,0.825,0.0,0.825,0.115,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.115,0.885,0.0,0.885,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_012_Prisoners_Dilemma_emotional_rational_neutral_low_vs_tit_for_tat,hybrid-neutral-low__vs__fixed-tit_for_tat,emotional_rational,fixed_strategy,neutral,low,,neutral,neutral,tit_for_tat,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.2819001257930614,0.0,0.2819001257930614,0.33284164847625614,0.0,0.33284164847625614,0.30000715432412123,0.0,0.30000715432412123,0.30001430864824263,0.0,0.30001430864824263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_013_Prisoners_Dilemma_emotional_rational_neutral_neutral_vs_always_cooperate,hybrid-neutral-neutral__vs__fixed-always_cooperate,emotional_rational,fixed_strategy,neutral,neutral,,neutral,neutral,always_cooperate,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.28061322565857466,0.0,0.28061322565857466,0.33284164847625614,0.0,0.33284164847625614,0.30001430864824263,0.0,0.30001430864824263,0.30001430864824263,0.0,0.30001430864824263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_014_Prisoners_Dilemma_emotional_rational_neutral_neutral_vs_always_defect,hybrid-neutral-neutral__vs__fixed-always_defect,emotional_rational,fixed_strategy,neutral,neutral,,neutral,neutral,always_defect,20,186.0,0.0,186.0,256.0,0.0,256.0,442.0,0.0,442.0,0.93,0.0,0.93,1.28,0.0,1.28,2.21,0.0,2.21,-0.3885478976043458,0.0,-0.3885478976043458,-0.13025232937955775,0.0,-0.13025232937955775,-0.14991704604569261,0.0,-0.14991704604569261,0.06141168823189979,0.0,0.06141168823189979,1.0,0.0,1.0,0.495,0.0,0.495,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.93,0.0,0.93,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_015_Prisoners_Dilemma_emotional_rational_neutral_neutral_vs_tit_for_tat,hybrid-neutral-neutral__vs__fixed-tit_for_tat,emotional_rational,fixed_strategy,neutral,neutral,,neutral,neutral,tit_for_tat,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.28061322565857466,0.0,0.28061322565857466,0.33284164847625614,0.0,0.33284164847625614,0.30001430864824263,0.0,0.30001430864824263,0.30001430864824263,0.0,0.30001430864824263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_016_Prisoners_Dilemma_emotional_rational_neutral_high_vs_always_cooperate,hybrid-neutral-high__vs__fixed-always_cooperate,emotional_rational,fixed_strategy,neutral,high,,neutral,neutral,always_cooperate,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.24005866937865816,0.0,0.24005866937865816,0.33284164847625614,0.0,0.33284164847625614,0.3000176697238057,0.0,0.3000176697238057,0.30001430864824263,0.0,0.30001430864824263,0.12,0.0,0.12,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_017_Prisoners_Dilemma_emotional_rational_neutral_high_vs_always_defect,hybrid-neutral-high__vs__fixed-always_defect,emotional_rational,fixed_strategy,neutral,high,,neutral,neutral,always_defect,20,191.0,0.0,191.0,236.0,0.0,236.0,427.0,0.0,427.0,0.955,0.0,0.955,1.18,0.0,1.18,2.135,0.0,2.135,-0.41871779651507596,0.0,-0.41871779651507596,-0.048713375483711935,0.0,-0.048713375483711935,-0.32710958879284896,0.0,-0.32710958879284896,0.10000569459177029,0.0,0.10000569459177029,1.0,0.0,1.0,0.385,0.0,0.385,0.045,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.0,0.045,0.955,0.0,0.955,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_018_Prisoners_Dilemma_emotional_rational_neutral_high_vs_tit_for_tat,hybrid-neutral-high__vs__fixed-tit_for_tat,emotional_rational,fixed_strategy,neutral,high,,neutral,neutral,tit_for_tat,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.24005866937865816,0.0,0.24005866937865816,0.33284164847625614,0.0,0.33284164847625614,0.3000176697238057,0.0,0.3000176697238057,0.30001430864824263,0.0,0.30001430864824263,0.12,0.0,0.12,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_019_Prisoners_Dilemma_emotional_rational_pessimistic_low_vs_always_cooperate,hybrid-pessimistic-low__vs__fixed-always_cooperate,emotional_rational,fixed_strategy,pessimistic,low,,neutral,neutral,always_cooperate,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.2819001257930614,0.0,0.2819001257930614,0.33284164847625614,0.0,0.33284164847625614,0.30000715432412123,0.0,0.30000715432412123,0.30001430864824263,0.0,0.30001430864824263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_020_Prisoners_Dilemma_emotional_rational_pessimistic_low_vs_always_defect,hybrid-pessimistic-low__vs__fixed-always_defect,emotional_rational,fixed_strategy,pessimistic,low,,neutral,neutral,always_defect,20,177.0,0.0,177.0,292.0,0.0,292.0,469.0,0.0,469.0,0.885,0.0,0.885,1.46,0.0,1.46,2.345,0.0,2.345,-0.30957952770804675,0.0,-0.30957952770804675,-0.3390312704870778,0.0,-0.3390312704870778,-0.3682825926311586,0.0,-0.3682825926311586,-0.30344852630274627,0.0,-0.30344852630274627,1.0,0.0,1.0,0.825,0.0,0.825,0.115,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.115,0.885,0.0,0.885,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_021_Prisoners_Dilemma_emotional_rational_pessimistic_low_vs_tit_for_tat,hybrid-pessimistic-low__vs__fixed-tit_for_tat,emotional_rational,fixed_strategy,pessimistic,low,,neutral,neutral,tit_for_tat,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.2819001257930614,0.0,0.2819001257930614,0.33284164847625614,0.0,0.33284164847625614,0.30000715432412123,0.0,0.30000715432412123,0.30001430864824263,0.0,0.30001430864824263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_022_Prisoners_Dilemma_emotional_rational_pessimistic_neutral_vs_always_cooperate,hybrid-pessimistic-neutral__vs__fixed-always_cooperate,emotional_rational,fixed_strategy,pessimistic,neutral,,neutral,neutral,always_cooperate,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.28061322565857466,0.0,0.28061322565857466,0.33284164847625614,0.0,0.33284164847625614,0.30001430864824263,0.0,0.30001430864824263,0.30001430864824263,0.0,0.30001430864824263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_023_Prisoners_Dilemma_emotional_rational_pessimistic_neutral_vs_always_defect,hybrid-pessimistic-neutral__vs__fixed-always_defect,emotional_rational,fixed_strategy,pessimistic,neutral,,neutral,neutral,always_defect,20,186.0,0.0,186.0,256.0,0.0,256.0,442.0,0.0,442.0,0.93,0.0,0.93,1.28,0.0,1.28,2.21,0.0,2.21,-0.3885478976043458,0.0,-0.3885478976043458,-0.13025232937955775,0.0,-0.13025232937955775,-0.14991704604569261,0.0,-0.14991704604569261,0.06141168823189979,0.0,0.06141168823189979,1.0,0.0,1.0,0.495,0.0,0.495,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.93,0.0,0.93,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_024_Prisoners_Dilemma_emotional_rational_pessimistic_neutral_vs_tit_for_tat,hybrid-pessimistic-neutral__vs__fixed-tit_for_tat,emotional_rational,fixed_strategy,pessimistic,neutral,,neutral,neutral,tit_for_tat,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.28061322565857466,0.0,0.28061322565857466,0.33284164847625614,0.0,0.33284164847625614,0.30001430864824263,0.0,0.30001430864824263,0.30001430864824263,0.0,0.30001430864824263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_025_Prisoners_Dilemma_emotional_rational_pessimistic_high_vs_always_cooperate,hybrid-pessimistic-high__vs__fixed-always_cooperate,emotional_rational,fixed_strategy,pessimistic,high,,neutral,neutral,always_cooperate,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.24005866937865816,0.0,0.24005866937865816,0.33284164847625614,0.0,0.33284164847625614,0.3000176697238057,0.0,0.3000176697238057,0.30001430864824263,0.0,0.30001430864824263,0.12,0.0,0.12,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_026_Prisoners_Dilemma_emotional_rational_pessimistic_high_vs_always_defect,hybrid-pessimistic-high__vs__fixed-always_defect,emotional_rational,fixed_strategy,pessimistic,high,,neutral,neutral,always_defect,20,187.0,0.0,187.0,252.0,0.0,252.0,439.0,0.0,439.0,0.935,0.0,0.935,1.26,0.0,1.26,2.195,0.0,2.195,-0.4384735376427307,0.0,-0.4384735376427307,-0.1205405608485411,0.0,-0.1205405608485411,-0.3579997178907953,0.0,-0.3579997178907953,0.09999575085484232,0.0,0.09999575085484232,1.0,0.0,1.0,0.485,0.0,0.485,0.065,0.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.065,0.935,0.0,0.935,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S3,Prisoners Dilemma,paper,integrated_model,S3_027_Prisoners_Dilemma_emotional_rational_pessimistic_high_vs_tit_for_tat,hybrid-pessimistic-high__vs__fixed-tit_for_tat,emotional_rational,fixed_strategy,pessimistic,high,,neutral,neutral,tit_for_tat,20,600.0,0.0,600.0,600.0,0.0,600.0,1200.0,0.0,1200.0,3.0,0.0,3.0,3.0,0.0,3.0,6.0,0.0,6.0,0.24005866937865816,0.0,0.24005866937865816,0.33284164847625614,0.0,0.33284164847625614,0.3000176697238057,0.0,0.3000176697238057,0.30001430864824263,0.0,0.30001430864824263,0.12,0.0,0.12,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
